timestamp,hr,spo2,temp,acc_mag
1770613947367.7095,73.72013651877133,98,36.8,1.0
1770613949367.7095,73.72013651877133,98,36.8,1.0
1770613951367.7095,76.05633802816902,98,36.8,1.0
1770613953367.7095,76.05633802816902,98,36.8,1.0
1770613955367.7095,76.05633802816902,98,36.8,1.0
1770613957367.7095,73.46938775510205,98,36.8,1.0
1770613959367.7095,91.52542372881356,98,36.8,1.0
1770613961367.7095,60.33519553072625,98,36.8,1.0
1770613963367.7095,71.2871287128713,98,36.8,1.0
1770613965367.7095,73.97260273972603,98,36.8,1.0
1770613967367.7095,75.78947368421053,98,36.8,1.0
1770613969367.7095,77.9783393501805,98,36.8,1.0
1770613971367.7095,71.2871287128713,98,36.8,1.0
1770613973367.7095,70.12987012987013,98,36.8,1.0
1770613975367.7095,73.22033898305085,98,36.8,1.0
1770613977367.7095,72.24080267558529,98,36.8,1.0
1770613979367.7095,72.97297297297298,98,36.8,1.0
1770613981367.7095,75.52447552447553,98,36.8,1.0
1770613983367.7095,75.26132404181185,98,36.8,1.0
1770613985367.7095,76.05633802816902,98,36.8,1.0
1770613987367.7095,72.72727272727273,98,36.8,1.0
1770613989367.7095,69.23076923076923,98,36.8,1.0
1770613991367.7095,72.72727272727273,98,36.8,1.0
1770613993367.7095,76.59574468085107,98,36.8,1.0
1770613995367.7095,75.26132404181185,98,36.8,1.0
1770613997367.7095,77.9783393501805,98,36.8,1.0
1770613999367.7095,76.32508833922262,98,36.8,1.0
1770614001367.7095,73.72013651877133,98,36.8,1.0
1770614003367.7095,73.72013651877133,98,36.8,1.0
1770614005367.7095,72.48322147651007,98,36.8,1.0
1770614007367.7095,70.81967213114754,98,36.8,1.0
1770614009367.7095,74.48275862068965,98,36.8,1.0
1770614011367.7095,77.6978417266187,98,36.8,1.0
1770614013367.7095,75.0,98,36.8,1.0
1770614015367.7095,75.78947368421053,98,36.8,1.0
1770614017367.7095,70.12987012987013,98,36.8,1.0
1770614019367.7095,71.05263157894737,98,36.8,1.0
1770614021367.7095,72.97297297297298,98,36.8,1.0
1770614023367.7095,74.74048442906575,98,36.8,1.0
1770614025367.7095,71.76079734219269,98,36.8,1.0
1770614027367.7095,75.78947368421053,98,36.8,1.0
1770614029367.7095,75.78947368421053,98,36.8,1.0
1770614031367.7095,73.46938775510205,98,36.8,1.0
1770614033367.7095,70.81967213114754,98,36.8,1.0
1770614035367.7095,68.13880126182966,98,36.8,1.0
1770614037367.7095,73.22033898305085,98,36.8,1.0
1770614039367.7095,77.14285714285714,98,36.8,1.0
1770614041367.7095,74.74048442906575,98,36.8,1.0
1770614043367.7095,73.97260273972603,98,36.8,1.0
1770614045367.7095,75.0,98,36.8,1.0
1770614047367.7095,71.76079734219269,98,36.8,1.0
1770614049367.7095,72.48322147651007,98,36.8,1.0
1770614051367.7095,72.72727272727273,98,36.8,1.0
1770614053367.7095,73.72013651877133,98,36.8,1.0
1770614055367.7095,76.32508833922262,98,36.8,1.0
1770614057367.7095,76.59574468085107,98,36.8,1.0
1770614059367.7095,74.48275862068965,98,36.8,1.0
1770614061367.7095,71.2871287128713,98,36.8,1.0
1770614063367.7095,71.76079734219269,98,36.8,1.0
1770614065367.7095,72.48322147651007,98,36.8,1.0
1770614067367.7095,74.48275862068965,98,36.8,1.0
1770614069367.7095,77.14285714285714,98,36.8,1.0
1770614071367.7095,75.26132404181185,98,36.8,1.0
1770614073367.7095,76.59574468085107,98,36.8,1.0
1770614075367.7095,75.78947368421053,98,36.8,1.0
1770614077367.7095,70.12987012987013,98,36.8,1.0
1770614079367.7095,70.81967213114754,98,36.8,1.0
1770614081367.7095,73.22033898305085,98,36.8,1.0
1770614083367.7095,76.32508833922262,98,36.8,1.0
1770614085367.7095,76.59574468085107,98,36.8,1.0
1770614087367.7095,76.05633802816902,98,36.8,1.0
1770614089367.7095,73.72013651877133,98,36.8,1.0
1770614091367.7095,73.72013651877133,98,36.8,1.0
1770614093367.7095,70.81967213114754,98,36.8,1.0
