timestamp,hr,spo2,temp,acc_mag
1770614325367.7097,157,91,39.24539848483575,15.885447509034819
1770614289367.7097,145,86,39.089638205354234,24.78747969242753
1770614021367.7097,140,86,38.50422079307226,16.91986464263497
1770614093367.7097,165,89,39.78817958270973,21.14757740573616
1770614057367.7097,143,91,39.57366804330055,18.78406434931791
1770614271367.7097,146,88,39.51209901423403,21.587306419882317
1770613949367.7097,167,89,39.94242509929026,16.619235735166757
1770614269367.7097,157,88,39.34314228373973,18.119937402256408
1770614299367.7097,151,90,38.535754826771836,15.976606591043023
1770614201367.7097,143,86,38.65088991775041,19.60238730373019
1770614109367.7097,170,87,39.21931264237085,19.93791723731448
1770614233367.7097,167,89,39.42601395573377,21.82594180573502
1770614243367.7097,150,89,39.323929916613295,17.173359838698218
1770614189367.7097,159,87,38.921413634409426,18.016804752918134
1770614157367.7097,176,88,39.172548809613,21.363675441946725
1770614317367.7097,145,90,39.28864882096611,18.92601538239817
1770614081367.7097,155,90,39.36001343891543,17.302874680225656
1770614007367.7097,145,88,39.29510094984777,18.180605116377954
1770614229367.7097,174,87,38.62696698476826,19.111043778067035
1770614181367.7097,148,89,39.163453435457114,19.162486665603492
1770614037367.7097,149,87,39.62867062625837,22.295297523677203
1770614327367.7097,165,88,39.41144307514101,16.243825599453746
1770614077367.7097,166,86,39.77837192686703,19.027744973909698
1770614291367.7097,154,90,39.87539517373337,24.19955803018973
1770614221367.7097,153,90,38.76629102021829,17.659412749183907
1770614143367.7097,144,85,39.28838223140279,19.661786568102617
1770614155367.7097,149,89,38.6902884620151,22.364062966276585
1770614063367.7097,173,88,39.18363275779185,17.00093836917601
1770614239367.7097,141,89,38.569203724328126,23.920931103744547
1770614045367.7097,140,86,38.706380671046205,19.941507130240073
1770614041367.7097,145,91,39.55522204406167,22.137951644031048
1770614323367.7097,170,87,39.027358869686054,18.42316548747605
1770614125367.7097,166,86,39.704530225616466,18.230085083015883
1770613985367.7097,150,89,38.898856153580226,17.85597750874412
1770614145367.7097,178,85,39.775551198143845,17.033388172195757
1770614159367.7097,169,89,39.56071224531028,24.44824312966683
1770614107367.7097,159,85,39.84088349482071,21.628375111807383
1770614129367.7097,140,87,38.944632381444734,22.084686004109813
1770614255367.7097,161,87,39.86608206526304,20.127712038348378
1770614277367.7097,151,91,38.707393868202075,21.513221409012026
1770614099367.7097,165,91,38.52705869579961,23.89348112500128
1770614267367.7097,166,91,39.985781332844475,18.173115229369454
1770614071367.7097,147,89,39.32936475361396,15.290627167007694
1770614199367.7097,160,87,39.480198935272746,16.921273727748087
1770614297367.7097,165,89,39.570073055934344,17.411834047400134
1770614117367.7097,145,86,39.06480549158335,23.020915012666677
1770614069367.7097,142,89,38.59455682748418,23.77367506148487
1770614309367.7097,146,86,38.781830723214114,18.163440789141298
1770613951367.7097,166,90,39.941161304747055,18.849081510382327
1770614083367.7097,150,89,39.81517159572372,23.169779207260486
1770613975367.7097,144,89,38.92956481571381,23.603096178223833
1770614171367.7097,146,91,39.00844172790725,18.58683537732893
1770614247367.7097,144,89,39.02971996250949,15.748226983326171
1770614065367.7097,144,90,38.86190776308243,15.333366629382375
1770614187367.7097,179,88,39.67695412902011,15.588061419113892
1770613987367.7097,176,87,39.82730194245973,23.470989586448052
1770614079367.7097,140,91,39.01510101247399,19.157174472308668
1770614067367.7097,148,91,39.23029260254252,20.139672715134985
1770613957367.7097,150,85,39.82207618739302,17.587875161990823
1770614033367.7097,146,88,39.16682192633039,21.203037277832966
